Unique ID,Name,Measure,Geo Type Name,Geo Place Name,Time Period,Start_Date,Data Value,Air Quality Category
165746,General Pollution,Miles,CD,Unknown,Winter,2008-12-01,38.8,Bad
602956,General Pollution,Miles,CD,Unknown,Winter,2017-12-01,28.6,Bad
602968,General Pollution,Miles,CD,Unknown,Winter,2017-12-01,25.2,Bad
825815,General Pollution,Miles,CD,Unknown,Annual Average,2022-01-01,16.9,Moderate
213244,General Pollution,Miles,CD,Unknown,Winter,2013-12-01,25.1,Bad
826026,General Pollution,Miles,CD,Unknown,Annual Average,2022-01-01,15.5,Moderate
826032,General Pollution,Miles,CD,Unknown,Annual Average,2022-01-01,15.2,Moderate
213246,General Pollution,Miles,CD,Unknown,Winter,2013-12-01,23.9,Moderate
165772,General Pollution,Miles,CD,Unknown,Winter,2008-12-01,28.4,Bad
603040,General Pollution,Miles,CD,Unknown,Winter,2017-12-01,24.6,Moderate
172219,General Pollution,Miles,UHF34,Unknown,Summer,2013-06-01,19.1,Moderate
412591,General Pollution,Miles,UHF34,Unknown,Annual Average,2015-12-31,17.8,Moderate
602864,General Pollution,Miles,UHF34,Unknown,Annual Average,2018-01-01,16.9,Moderate
412596,General Pollution,Miles,UHF34,Unknown,Summer,2016-06-01,15.9,Moderate
172151,General Pollution,Miles,UHF34,Unknown,Summer,2011-06-01,21.2,Moderate
172115,General Pollution,Miles,UHF34,Unknown,Summer,2010-06-01,16.9,Moderate
412589,General Pollution,Miles,UHF34,Unknown,Winter,2015-12-01,22.7,Moderate
178538,General Pollution,Miles,UHF42,Unknown,Annual Average,2011-12-01,9.0,Good
179658,General Pollution,Miles,Borough,Bronx,Annual Average,2011-12-01,9.5,Good
179659,General Pollution,Miles,Borough,Brooklyn,Annual Average,2011-12-01,9.0,Good
177775,General Pollution,Miles,UHF42,Unknown,Summer,2009-06-01,9.7,Good
178580,General Pollution,Miles,UHF42,Unknown,Annual Average,2012-12-01,8.6,Good
177782,General Pollution,Miles,UHF42,Unknown,Summer,2009-06-01,10.8,Moderate
547408,General Pollution,Miles,UHF42,Unknown,Annual Average,2017-01-01,7.4,Good
179503,General Pollution,Miles,Borough,Bronx,Winter,2010-12-01,13.9,Moderate
179568,General Pollution,Miles,Borough,Bronx,Summer,2009-06-01,10.7,Moderate
333939,General Pollution,Miles,Borough,Bronx,Winter,2014-12-01,10.2,Moderate
742149,General Pollution,Miles,Borough,Bronx,Annual Average,2021-01-01,6.6,Good
333942,General Pollution,Miles,Borough,Brooklyn,Winter,2014-12-01,9.0,Good
742152,General Pollution,Miles,Borough,Brooklyn,Annual Average,2021-01-01,6.6,Good
669733,General Pollution,Miles,UHF42,Unknown,Annual Average,2020-01-01,6.0,Good
333970,General Pollution,Miles,UHF42,Unknown,Annual Average,2015-01-01,9.6,Good
669766,General Pollution,Miles,UHF42,Unknown,Annual Average,2020-01-01,8.2,Good
178496,General Pollution,Miles,UHF42,Unknown,Annual Average,2010-12-01,10.2,Moderate
211421,General Pollution,Miles,Borough,Brooklyn,Summer,2014-06-01,8.8,Good
649653,General Pollution,Miles,Borough,Brooklyn,Winter,2018-12-01,7.3,Good
823483,General Pollution,Miles,CD,Unknown,Summer,2022-06-01,6.8,Good
649975,General Pollution,Miles,CD,Unknown,Annual Average,2019-01-01,7.1,Good
179343,General Pollution,Miles,Borough,Bronx,Summer,2009-06-01,20.8,Moderate
179438,General Pollution,Miles,Borough,Bronx,Annual Average,2012-12-01,19.9,Moderate
549746,General Pollution,Miles,Borough,Bronx,Annual Average,2017-01-01,19.4,Moderate
740880,General Pollution,Miles,Borough,Bronx,Annual Average,2021-01-01,16.5,Moderate
179279,General Pollution,Miles,Borough,Brooklyn,Winter,2010-12-01,29.7,Bad
179344,General Pollution,Miles,Borough,Brooklyn,Summer,2009-06-01,20.1,Moderate
176702,General Pollution,Miles,UHF42,Unknown,Annual Average,2012-12-01,29.2,Bad
175358,General Pollution,Miles,UHF42,Unknown,Winter,2010-12-01,36.8,Bad
212422,General Pollution,Miles,UHF42,Unknown,Summer,2014-06-01,16.4,Moderate
643338,General Pollution,Miles,UHF42,Unknown,Winter,2018-12-01,24.2,Moderate
667135,General Pollution,Miles,UHF42,Unknown,Annual Average,2020-01-01,16.1,Moderate
826007,General Pollution,Miles,CD,Unknown,Summer,2022-06-01,13.7,Moderate
176522,General Pollution,Miles,UHF42,Unknown,Annual Average,2008-12-01,25.1,Bad
212800,General Pollution,Miles,UHF42,Unknown,Summer,2014-06-01,7.6,Good
179653,General Pollution,Miles,Borough,Bronx,Annual Average,2010-12-01,10.8,Moderate
179643,General Pollution,Miles,Borough,Bronx,Annual Average,2008-12-01,11.1,Moderate
333940,General Pollution,Miles,Borough,Brooklyn,Annual Average,2015-01-01,8.7,Good
669850,General Pollution,Miles,Borough,Brooklyn,Annual Average,2020-01-01,6.1,Good
333991,General Pollution,Miles,UHF42,Unknown,Annual Average,2015-01-01,8.6,Good
212807,General Pollution,Miles,UHF42,Unknown,Summer,2014-06-01,8.7,Good
605977,General Pollution,Miles,CD,Unknown,Winter,2017-12-01,8.8,Good
649936,General Pollution,Miles,CD,Unknown,Annual Average,2019-01-01,6.9,Good
742471,General Pollution,Miles,CD,Unknown,Winter,2020-12-01,7.0,Good
411045,General Pollution,Miles,CD,Unknown,Summer,2016-06-01,8.4,Good
169412,General Pollution,Miles,CD,Unknown,Summer,2011-06-01,12.2,Moderate
742528,General Pollution,Miles,CD,Unknown,Winter,2020-12-01,6.8,Good
742399,General Pollution,Miles,CD,Unknown,Winter,2020-12-01,7.7,Good
411009,General Pollution,Miles,CD,Unknown,Summer,2016-06-01,8.5,Good
411008,General Pollution,Miles,CD,Unknown,Winter,2015-12-01,8.4,Good
606031,General Pollution,Miles,CD,Unknown,Winter,2017-12-01,8.2,Good
212429,General Pollution,Miles,UHF42,Unknown,Summer,2014-06-01,15.1,Moderate
176606,General Pollution,Miles,UHF42,Unknown,Annual Average,2010-12-01,23.6,Moderate
179429,General Pollution,Miles,Borough,Brooklyn,Annual Average,2010-12-01,22.8,Moderate
179418,General Pollution,Miles,Borough,Bronx,Annual Average,2008-12-01,24.5,Moderate
643305,General Pollution,Miles,Borough,Bronx,Winter,2018-12-01,20.9,Moderate
336475,General Pollution,Miles,Borough,Bronx,Annual Average,2015-01-01,20.0,Moderate
165741,General Pollution,Miles,CD,Unknown,Winter,2008-12-01,36.9,Bad
643591,General Pollution,Miles,CD,Unknown,Annual Average,2019-01-01,17.8,Moderate
336765,General Pollution,Miles,CD,Unknown,Winter,2014-12-01,25.2,Bad
176018,General Pollution,Miles,UHF42,Unknown,Summer,2012-06-01,16.9,Moderate
179364,General Pollution,Miles,Borough,Brooklyn,Summer,2013-06-01,15.8,Moderate
743730,General Pollution,Miles,Borough,Brooklyn,Summer,2021-06-01,30.5,Bad
743713,General Pollution,Miles,UHF42,Unknown,Summer,2021-06-01,30.9,Bad
222489,General Pollution,Miles,UHF42,Unknown,Summer,2013-06-01,33.7,Bad
743712,General Pollution,Miles,UHF42,Unknown,Summer,2021-06-01,32.3,Bad
219975,General Pollution,Miles,Borough,Brooklyn,Summer,2013-06-01,31.1,Bad
743720,General Pollution,Miles,UHF42,Unknown,Summer,2021-06-01,29.5,Bad
743731,General Pollution,Miles,Borough,Bronx,Summer,2021-06-01,29.8,Bad
175305,General Pollution,Miles,UHF42,Unknown,Winter,2009-12-01,24.6,Moderate
823300,General Pollution,Miles,UHF42,Unknown,Annual Average,2022-01-01,6.4,Good
177918,General Pollution,Miles,UHF42,Unknown,Summer,2012-06-01,13.3,Moderate
212943,General Pollution,Miles,UHF42,Unknown,Annual Average,2013-12-01,12.5,Moderate
177284,General Pollution,Miles,UHF42,Unknown,Winter,2011-12-01,10.9,Moderate
177200,General Pollution,Miles,UHF42,Unknown,Winter,2009-12-01,11.5,Moderate
213262,General Pollution,Miles,CD,Unknown,Winter,2013-12-01,28.8,Bad
643561,General Pollution,Miles,CD,Unknown,Annual Average,2019-01-01,28.5,Bad
602947,General Pollution,Miles,CD,Unknown,Winter,2017-12-01,35.2,Bad
165755,General Pollution,Miles,CD,Unknown,Winter,2008-12-01,34.1,Bad
643666,General Pollution,Miles,CD,Unknown,Annual Average,2019-01-01,17.0,Moderate
826343,General Pollution,Miles,CD,Unknown,Annual Average,2022-01-01,15.9,Moderate
825886,General Pollution,Miles,UHF34,Queens,Winter,2021-12-01,19.4,Moderate
741088,General Pollution,Miles,UHF34,Queens,Winter,2020-12-01,21.3,Moderate
177266,General Pollution,Miles,UHF42,Bronx,Winter,2011-12-01,8.9,Good
669833,General Pollution,Miles,UHF42,Bronx,Summer,2020-06-01,7.2,Good
177204,General Pollution,Miles,UHF42,Unknown,Winter,2009-12-01,13.2,Moderate
334010,General Pollution,Miles,UHF42,Unknown,Summer,2015-06-01,10.0,Good
649721,General Pollution,Miles,UHF42,Unknown,Summer,2019-06-01,8.2,Good
177330,General Pollution,Miles,UHF42,Unknown,Winter,2012-12-01,14.3,Moderate
649733,General Pollution,Miles,UHF42,Unknown,Summer,2019-06-01,11.2,Moderate
177242,General Pollution,Miles,UHF42,Unknown,Winter,2010-12-01,14.4,Moderate
547426,General Pollution,Miles,UHF42,Unknown,Annual Average,2017-01-01,7.9,Good
177792,General Pollution,Miles,UHF42,Unknown,Summer,2009-06-01,14.3,Moderate
178590,General Pollution,Miles,UHF42,Unknown,Annual Average,2012-12-01,12.4,Moderate
177246,General Pollution,Miles,UHF42,Unknown,Winter,2010-12-01,15.7,Moderate
334023,General Pollution,Miles,UHF42,Unknown,Winter,2014-12-01,12.1,Moderate
742233,General Pollution,Miles,UHF42,Unknown,Annual Average,2021-01-01,8.4,Good
334053,General Pollution,Miles,UHF42,Unknown,Winter,2014-12-01,8.8,Good
742263,General Pollution,Miles,UHF42,Unknown,Annual Average,2021-01-01,6.3,Good
741242,General Pollution,Miles,CD,Unknown,Summer,2021-06-01,11.3,Moderate
130795,Asthma-Related,Rates,UHF42,Unknown,Other,2005-01-01,99.3,Bad
827456,Asthma-Related,Rates,UHF42,Unknown,Other,2017-01-01,138.0,Bad
547454,General Pollution,Miles,UHF42,Unknown,Winter,2016-12-01,8.9,Good
334007,General Pollution,Miles,UHF42,Unknown,Summer,2015-06-01,9.9,Good
178585,General Pollution,Miles,UHF42,Unknown,Annual Average,2012-12-01,9.5,Good
177303,General Pollution,Miles,UHF42,Unknown,Winter,2011-12-01,8.6,Good
547758,General Pollution,Miles,CD,Unknown,Summer,2017-06-01,8.6,Good
168506,General Pollution,Miles,CD,Unknown,Winter,2009-12-01,9.7,Good
168624,General Pollution,Miles,CD,Unknown,Winter,2011-12-01,8.8,Good
214161,General Pollution,Miles,CD,Unknown,Annual Average,2013-12-01,8.5,Good
606054,General Pollution,Miles,CD,Unknown,Summer,2018-06-01,8.3,Good
171573,General Pollution,Miles,UHF34,Unknown,Winter,2008-12-01,32.8,Bad
825911,General Pollution,Miles,UHF34,Unknown,Annual Average,2022-01-01,17.4,Moderate
643480,General Pollution,Miles,UHF34,Unknown,Annual Average,2019-01-01,15.7,Moderate
166808,General Pollution,Miles,CD,Unknown,Summer,2012-06-01,27.0,Bad
166867,General Pollution,Miles,CD,Unknown,Summer,2013-06-01,25.3,Bad
602954,General Pollution,Miles,CD,Unknown,Annual Average,2018-01-01,23.5,Moderate
166869,General Pollution,Miles,CD,Unknown,Summer,2013-06-01,21.6,Moderate
602996,General Pollution,Miles,CD,Unknown,Annual Average,2018-01-01,15.8,Moderate
826024,General Pollution,Miles,CD,Unknown,Winter,2021-12-01,21.4,Moderate
826030,General Pollution,Miles,CD,Unknown,Winter,2021-12-01,21.0,Moderate
130805,Asthma-Related,Rates,UHF42,Unknown,Other,2005-01-01,175.9,Bad
130794,Asthma-Related,Rates,UHF42,Unknown,Other,2005-01-01,60.8,Bad
518906,Asthma-Related,Rates,UHF42,Unknown,Other,2012-01-02,111.6,Bad
168622,General Pollution,Miles,CD,Unknown,Winter,2011-12-01,8.2,Good
168504,General Pollution,Miles,CD,Unknown,Winter,2009-12-01,9.5,Good
547754,General Pollution,Miles,CD,Unknown,Winter,2016-12-01,7.6,Good
547752,General Pollution,Miles,CD,Unknown,Summer,2017-06-01,8.3,Good
606048,General Pollution,Miles,CD,Unknown,Summer,2018-06-01,7.9,Good
547628,General Pollution,Miles,CD,Unknown,Winter,2016-12-01,8.2,Good
547634,General Pollution,Miles,CD,Unknown,Winter,2016-12-01,8.2,Good
168594,General Pollution,Miles,CD,Unknown,Winter,2011-12-01,8.9,Good
176661,General Pollution,Miles,UHF42,Unknown,Annual Average,2011-12-01,28.2,Bad
176640,General Pollution,Miles,UHF42,Unknown,Annual Average,2011-12-01,24.2,Moderate
825781,General Pollution,Miles,UHF42,Unknown,Summer,2022-06-01,13.6,Moderate
212317,General Pollution,Miles,UHF42,Manhattan,Winter,2013-12-01,34.5,Bad
175254,General Pollution,Miles,UHF42,Unknown,Winter,2008-12-01,33.6,Bad
212306,General Pollution,Miles,UHF42,Unknown,Winter,2013-12-01,25.9,Bad
602782,General Pollution,Miles,UHF42,Unknown,Winter,2017-12-01,28.1,Bad
175275,General Pollution,Miles,UHF42,Unknown,Winter,2008-12-01,37.7,Bad
602719,General Pollution,Miles,UHF42,Unknown,Winter,2017-12-01,27.1,Bad
643333,General Pollution,Miles,UHF42,Unknown,Annual Average,2019-01-01,18.8,Moderate
825761,General Pollution,Miles,UHF42,Unknown,Winter,2021-12-01,21.0,Moderate
602738,General Pollution,Miles,UHF42,Unknown,Annual Average,2018-01-01,18.1,Moderate
412420,General Pollution,Miles,Borough,Manhattan,Annual Average,2015-12-31,24.4,Moderate
176074,General Pollution,Miles,UHF42,Manhattan,Summer,2013-06-01,27.9,Bad
602750,General Pollution,Miles,UHF42,Unknown,Annual Average,2018-01-01,14.4,Moderate
179360,General Pollution,Miles,Borough,Manhattan,Summer,2012-06-01,25.8,Bad
740885,General Pollution,Miles,Borough,Manhattan,Summer,2021-06-01,16.4,Moderate
740972,General Pollution,Miles,UHF42,Unknown,Summer,2021-06-01,15.7,Moderate
740975,General Pollution,Miles,UHF42,Manhattan,Summer,2021-06-01,17.8,Moderate
549807,General Pollution,Miles,UHF42,Unknown,Winter,2016-12-01,23.8,Moderate
212932,General Pollution,Miles,UHF42,Unknown,Annual Average,2013-12-01,8.9,Good
605709,General Pollution,Miles,UHF42,Unknown,Summer,2018-06-01,7.8,Good
547359,General Pollution,Miles,Borough,Manhattan,Summer,2017-06-01,10.4,Moderate
669586,General Pollution,Miles,CD,Unknown,Winter,2019-12-01,7.3,Good
177291,General Pollution,Miles,UHF42,Unknown,Winter,2011-12-01,10.5,Moderate
212947,General Pollution,Miles,UHF42,Manhattan,Annual Average,2013-12-01,11.4,Moderate
669755,General Pollution,Miles,UHF42,Manhattan,Summer,2020-06-01,7.8,Good
605655,General Pollution,Miles,Borough,Manhattan,Summer,2018-06-01,9.7,Good
667148,General Pollution,Miles,UHF42,Unknown,Winter,2019-12-01,23.8,Moderate
175422,General Pollution,Miles,UHF42,Unknown,Winter,2012-12-01,28.3,Bad
336506,General Pollution,Miles,UHF42,Unknown,Summer,2015-06-01,18.2,Moderate
667088,General Pollution,Miles,UHF42,Unknown,Winter,2019-12-01,25.8,Bad
176682,General Pollution,Miles,UHF42,Unknown,Annual Average,2012-12-01,23.7,Moderate
827443,Asthma-Related,Rates,UHF42,Unknown,Other,2017-01-01,24.0,Moderate
130789,Asthma-Related,Rates,UHF42,Bronx,Other,2005-01-01,167.2,Bad
131422,Asthma-Related,Rates,UHF42,Unknown,Other,2009-01-01,51.3,Bad
606036,General Pollution,Miles,CD,Unknown,Summer,2018-06-01,8.4,Good
547466,General Pollution,Miles,UHF42,Unknown,Winter,2016-12-01,7.9,Good
175923,General Pollution,Miles,UHF42,Bronx,Summer,2010-06-01,19.7,Moderate
412494,General Pollution,Miles,UHF42,Unknown,Summer,2016-06-01,20.8,Moderate
176637,General Pollution,Miles,UHF42,Bronx,Annual Average,2011-12-01,21.0,Moderate
825730,General Pollution,Miles,UHF42,Unknown,Summer,2022-06-01,15.2,Moderate
176655,General Pollution,Miles,UHF42,Unknown,Annual Average,2011-12-01,25.3,Bad
212292,General Pollution,Miles,UHF42,Bronx,Winter,2013-12-01,25.0,Moderate
212301,General Pollution,Miles,UHF42,Unknown,Winter,2013-12-01,27.7,Bad
667179,General Pollution,Miles,UHF42,Unknown,Summer,2020-06-01,14.2,Moderate
602736,General Pollution,Miles,UHF42,Unknown,Summer,2018-06-01,14.4,Moderate
177274,General Pollution,Miles,UHF42,Unknown,Winter,2011-12-01,9.5,Good
605691,General Pollution,Miles,UHF42,Unknown,Summer,2018-06-01,8.5,Good
547395,General Pollution,Miles,UHF42,Unknown,Summer,2017-06-01,9.1,Good
669803,General Pollution,Miles,UHF42,Unknown,Summer,2020-06-01,7.3,Good
177183,General Pollution,Miles,UHF42,Bronx,Winter,2009-12-01,11.4,Moderate
177267,General Pollution,Miles,UHF42,Bronx,Winter,2011-12-01,9.9,Good
547374,General Pollution,Miles,UHF42,Bronx,Summer,2017-06-01,9.4,Good
669830,General Pollution,Miles,UHF42,Bronx,Summer,2020-06-01,7.2,Good
168602,General Pollution,Miles,CD,Unknown,Winter,2011-12-01,9.6,Good
168484,General Pollution,Miles,CD,Unknown,Winter,2009-12-01,10.4,Moderate
669596,General Pollution,Miles,CD,Unknown,Summer,2020-06-01,8.3,Good
168649,General Pollution,Miles,CD,Unknown,Winter,2012-12-01,11.3,Moderate
212562,General Pollution,Miles,UHF42,Unknown,Annual Average,2013-12-01,23.8,Moderate
175293,General Pollution,Miles,UHF42,Bronx,Winter,2009-12-01,23.9,Moderate
667071,General Pollution,Miles,UHF42,Bronx,Summer,2020-06-01,13.2,Moderate
176571,General Pollution,Miles,UHF42,Unknown,Annual Average,2009-12-01,27.1,Bad
176553,General Pollution,Miles,UHF42,Bronx,Annual Average,2009-12-01,22.1,Moderate
175421,General Pollution,Miles,UHF42,Unknown,Winter,2012-12-01,27.1,Bad
669722,General Pollution,Miles,UHF42,Unknown,Summer,2020-06-01,6.9,Good
212920,General Pollution,Miles,UHF42,Unknown,Annual Average,2013-12-01,9.0,Good
547482,General Pollution,Miles,UHF42,Unknown,Summer,2017-06-01,8.6,Good
547484,General Pollution,Miles,UHF42,Unknown,Winter,2016-12-01,7.4,Good
172593,General Pollution,Miles,UHF34,Unknown,Annual Average,2008-12-01,27.1,Bad
172661,General Pollution,Miles,UHF34,Unknown,Annual Average,2010-12-01,25.8,Bad
643488,General Pollution,Miles,UHF34,Unknown,Winter,2018-12-01,25.3,Bad
667381,General Pollution,Miles,UHF34,Unknown,Annual Average,2020-01-01,14.8,Moderate
172591,General Pollution,Miles,UHF34,Unknown,Annual Average,2008-12-01,22.5,Moderate
172659,General Pollution,Miles,UHF34,Unknown,Annual Average,2010-12-01,21.6,Moderate
172627,General Pollution,Miles,UHF34,Unknown,Annual Average,2009-12-01,25.3,Bad
171709,General Pollution,Miles,UHF34,Unknown,Winter,2012-12-01,27.4,Bad
336653,General Pollution,Miles,UHF34,Unknown,Summer,2015-06-01,13.3,Moderate
643481,General Pollution,Miles,UHF34,Unknown,Summer,2019-06-01,13.0,Moderate
175963,General Pollution,Miles,UHF42,Unknown,Summer,2011-06-01,16.3,Moderate
175921,General Pollution,Miles,UHF42,Unknown,Summer,2010-06-01,18.1,Moderate
412428,General Pollution,Miles,UHF42,Unknown,Summer,2016-06-01,13.0,Moderate
825988,General Pollution,Miles,UHF42,Unknown,Summer,2022-06-01,9.4,Good
602704,General Pollution,Miles,UHF42,Unknown,Winter,2017-12-01,21.3,Moderate
212328,General Pollution,Miles,UHF42,Unknown,Winter,2013-12-01,24.5,Moderate
825711,General Pollution,Miles,UHF42,Unknown,Annual Average,2022-01-01,17.4,Moderate
741008,General Pollution,Miles,UHF42,Unknown,Summer,2021-06-01,11.8,Moderate
176047,General Pollution,Miles,UHF42,Unknown,Summer,2013-06-01,14.2,Moderate
175329,General Pollution,Miles,UHF42,Unknown,Winter,2009-12-01,22.8,Moderate
177181,General Pollution,Miles,UHF42,Unknown,Winter,2009-12-01,11.5,Moderate
170234,General Pollution,Miles,CD,Unknown,Annual Average,2009-12-01,10.7,Moderate
168641,General Pollution,Miles,CD,Unknown,Winter,2012-12-01,12.1,Moderate
175382,General Pollution,Miles,UHF42,Unknown,Winter,2011-12-01,26.9,Bad
667101,General Pollution,Miles,UHF42,Unknown,Summer,2020-06-01,14.7,Moderate
740979,General Pollution,Miles,UHF42,Unknown,Annual Average,2021-01-01,19.0,Moderate
175333,General Pollution,Miles,UHF42,Unknown,Winter,2010-12-01,25.5,Bad
549761,General Pollution,Miles,UHF42,Unknown,Annual Average,2017-01-01,17.3,Moderate
740895,General Pollution,Miles,UHF42,Unknown,Annual Average,2021-01-01,14.8,Moderate
549834,General Pollution,Miles,UHF42,Unknown,Winter,2016-12-01,34.7,Bad
212566,General Pollution,Miles,UHF42,Unknown,Annual Average,2013-12-01,34.7,Bad
175326,General Pollution,Miles,UHF42,Unknown,Winter,2009-12-01,25.4,Bad
175410,General Pollution,Miles,UHF42,Unknown,Winter,2011-12-01,22.8,Moderate
212577,General Pollution,Miles,UHF42,Unknown,Annual Average,2013-12-01,18.8,Moderate
602808,General Pollution,Miles,UHF42,Unknown,Summer,2018-06-01,12.8,Moderate
602775,General Pollution,Miles,UHF42,Unknown,Summer,2018-06-01,26.1,Bad
212567,General Pollution,Miles,UHF42,Unknown,Annual Average,2013-12-01,28.0,Bad
667209,General Pollution,Miles,UHF42,Unknown,Summer,2020-06-01,16.2,Moderate
175325,General Pollution,Miles,UHF42,Queens,Winter,2009-12-01,26.1,Bad
602805,General Pollution,Miles,UHF42,Queens,Summer,2018-06-01,11.8,Moderate
175442,General Pollution,Miles,UHF42,Unknown,Winter,2012-12-01,32.7,Bad
175430,General Pollution,Miles,UHF42,Unknown,Winter,2012-12-01,25.9,Bad
667034,General Pollution,Miles,Borough,Brooklyn,Winter,2019-12-01,25.6,Bad
643358,General Pollution,Miles,UHF42,Unknown,Summer,2019-06-01,12.8,Moderate
167790,General Pollution,Miles,CD,Unknown,Annual Average,2012-12-01,22.8,Moderate
336768,General Pollution,Miles,CD,Unknown,Winter,2014-12-01,26.1,Bad
412701,General Pollution,Miles,CD,Unknown,Summer,2016-06-01,16.2,Moderate
628433,Asthma-Related,Rates,Borough,Brooklyn,Other,2015-01-01,62.5,Bad
518883,Asthma-Related,Rates,Borough,Bronx,Other,2012-01-02,183.6,Bad
628432,Asthma-Related,Rates,Borough,Bronx,Other,2015-01-01,146.9,Bad
628450,Asthma-Related,Rates,UHF42,Unknown,Other,2015-01-01,84.2,Bad
131455,Asthma-Related,Rates,Borough,Brooklyn,Other,2009-01-01,93.1,Bad
131417,Asthma-Related,Rates,UHF42,Unknown,Other,2009-01-01,251.3,Bad
130793,Asthma-Related,Rates,UHF42,Unknown,Other,2005-01-01,278.6,Bad
827440,Asthma-Related,Rates,UHF42,Unknown,Other,2017-01-01,59.0,Bad
669765,General Pollution,Miles,UHF42,Unknown,Winter,2019-12-01,11.0,Moderate
179588,General Pollution,Miles,Borough,Bronx,Summer,2013-06-01,10.4,Moderate
605648,General Pollution,Miles,Borough,Bronx,Annual Average,2018-01-01,7.3,Good
742151,General Pollution,Miles,Borough,Brooklyn,Summer,2021-06-01,8.5,Good
742181,General Pollution,Miles,UHF42,Unknown,Summer,2021-06-01,9.0,Good
742202,General Pollution,Miles,UHF42,Unknown,Summer,2021-06-01,8.3,Good
547371,General Pollution,Miles,UHF42,Bronx,Summer,2017-06-01,9.3,Good
172113,General Pollution,Miles,UHF34,Unknown,Summer,2010-06-01,19.0,Moderate
221928,General Pollution,Miles,UHF34,Queens,Summer,2010-06-01,34.0,Bad
336646,General Pollution,Miles,UHF34,Unknown,Annual Average,2015-01-01,19.7,Moderate
171637,General Pollution,Miles,UHF34,Unknown,Winter,2010-12-01,30.5,Bad
643476,General Pollution,Miles,UHF34,Unknown,Winter,2018-12-01,21.7,Moderate
175944,General Pollution,Miles,UHF42,Unknown,Summer,2010-06-01,34.8,Bad
825739,General Pollution,Miles,UHF42,Unknown,Summer,2022-06-01,13.2,Moderate
176658,General Pollution,Miles,UHF42,Unknown,Annual Average,2011-12-01,34.3,Bad
602728,General Pollution,Miles,UHF42,Unknown,Winter,2017-12-01,27.2,Bad
825792,General Pollution,Miles,UHF42,Bronx,Annual Average,2022-01-01,15.4,Moderate
176055,General Pollution,Miles,UHF42,Unknown,Summer,2013-06-01,20.0,Moderate
176048,General Pollution,Miles,UHF42,Bronx,Summer,2013-06-01,14.3,Moderate
177273,General Pollution,Miles,UHF42,Unknown,Winter,2011-12-01,10.4,Moderate
177189,General Pollution,Miles,UHF42,Unknown,Winter,2009-12-01,10.7,Moderate
547394,General Pollution,Miles,UHF42,Unknown,Winter,2016-12-01,8.5,Good
177182,General Pollution,Miles,UHF42,Bronx,Winter,2009-12-01,10.2,Moderate
170239,General Pollution,Miles,CD,Unknown,Annual Average,2009-12-01,11.4,Moderate
168646,General Pollution,Miles,CD,Unknown,Winter,2012-12-01,12.5,Moderate
547425,General Pollution,Miles,UHF42,Unknown,Summer,2017-06-01,9.9,Good
547427,General Pollution,Miles,UHF42,Unknown,Winter,2016-12-01,8.3,Good
669779,General Pollution,Miles,UHF42,Unknown,Summer,2020-06-01,7.4,Good
549831,General Pollution,Miles,UHF42,Unknown,Winter,2016-12-01,32.9,Bad
643388,General Pollution,Miles,UHF42,Unknown,Summer,2019-06-01,24.9,Moderate
740952,General Pollution,Miles,UHF42,Unknown,Annual Average,2021-01-01,18.2,Moderate
336591,General Pollution,Miles,UHF42,Unknown,Winter,2014-12-01,24.0,Moderate
175356,General Pollution,Miles,UHF42,Unknown,Winter,2010-12-01,39.7,Bad
176700,General Pollution,Miles,UHF42,Unknown,Annual Average,2012-12-01,33.4,Bad
549818,General Pollution,Miles,UHF42,Unknown,Annual Average,2017-01-01,22.6,Moderate
602760,General Pollution,Miles,UHF42,Unknown,Summer,2018-06-01,16.9,Moderate
549763,General Pollution,Miles,UHF42,Bronx,Summer,2017-06-01,14.4,Moderate
667065,General Pollution,Miles,UHF42,Bronx,Summer,2020-06-01,13.0,Moderate
336503,General Pollution,Miles,UHF42,Unknown,Summer,2015-06-01,17.9,Moderate
175439,General Pollution,Miles,UHF42,Unknown,Winter,2012-12-01,31.8,Bad
740955,General Pollution,Miles,UHF42,Unknown,Annual Average,2021-01-01,18.3,Moderate
175335,General Pollution,Miles,UHF42,Bronx,Winter,2010-12-01,27.5,Bad
175353,General Pollution,Miles,UHF42,Unknown,Winter,2010-12-01,32.9,Bad
175899,General Pollution,Miles,UHF42,Unknown,Summer,2009-06-01,26.4,Bad
176681,General Pollution,Miles,UHF42,Unknown,Annual Average,2012-12-01,22.7,Moderate
336504,General Pollution,Miles,UHF42,Unknown,Winter,2014-12-01,25.6,Bad
667239,General Pollution,Miles,UHF42,Unknown,Summer,2020-06-01,11.0,Moderate
549856,General Pollution,Miles,UHF42,Unknown,Summer,2017-06-01,13.8,Moderate
175295,General Pollution,Miles,UHF42,Unknown,Winter,2009-12-01,27.0,Bad
175323,General Pollution,Miles,UHF42,Unknown,Winter,2009-12-01,26.4,Bad
549774,General Pollution,Miles,UHF42,Unknown,Winter,2016-12-01,27.7,Bad
549793,General Pollution,Miles,UHF42,Unknown,Summer,2017-06-01,14.1,Moderate
131509,Hospitalizations,Rates,UHF42,Bronx,Other,2009-01-01,20.5,Moderate
130887,Hospitalizations,Rates,UHF42,Unknown,Other,2005-01-01,33.7,Bad
130905,Hospitalizations,Rates,UHF42,Unknown,Other,2005-01-01,11.1,Moderate
